FIPS,County,Year,Population,Primary County Coordinates
19171,Tama County,July 01 2011,17610,"(42.0798117, -92.5325425)"
19173,Taylor County,July 01 2011,6303,"(40.7374324, -94.6964148)"
19175,Union County,July 01 2011,12549,"(41.0277304, -94.2423792)"
19177,Van Buren County,July 01 2011,7514,"(40.7532294, -91.9499871)"
19179,Wapello County,July 01 2011,35463,"(41.0305845, -92.4094499)"
19181,Warren County,July 01 2011,46628,"(41.3343735, -93.5613594)"
19183,Washington County,July 01 2011,21819,"(41.335591, -91.7178676)"
19185,Wayne County,July 01 2011,6334,"(40.7394702, -93.3273639)"
19187,Webster County,July 01 2011,37728,"(42.4279662, -94.1817881)"
19189,Winnebago County,July 01 2011,10683,"(43.3775678, -93.7341955)"
19191,Winneshiek County,July 01 2011,21043,"(43.2906746, -91.8437074)"
19193,Woodbury County,July 01 2011,102622,"(42.3897169, -96.0447673)"
19195,Worth County,July 01 2011,7566,"(43.3773984, -93.2608476)"
19197,Wright County,July 01 2011,13030,"(42.7331189, -93.7351465)"
19001,Adair County,July 01 2012,7468,"(41.3307464, -94.4709413)"
19003,Adams County,July 01 2012,3909,"(41.0289839, -94.6991849)"
19005,Allamakee County,July 01 2012,14136,"(43.2842838, -91.3780923)"
19007,Appanoose County,July 01 2012,12706,"(40.7431635, -92.8686104)"
19009,Audubon County,July 01 2012,5865,"(41.6845893, -94.9058222)"
19011,Benton County,July 01 2012,25836,"(42.0801864, -92.0656912)"
19013,Black Hawk County,July 01 2012,131794,"(42.4700957, -92.3088197)"
19015,Boone County,July 01 2012,26137,"(42.0365493, -93.931671)"
19017,Bremer County,July 01 2012,24491,"(42.7745873, -92.3180548)"
19019,Buchanan County,July 01 2012,20998,"(42.4707777, -91.8378392)"
19021,Buena Vista County,July 01 2012,20562,"(42.7354936, -95.151149)"
19023,Butler County,July 01 2012,14977,"(42.7315661, -92.7901934)"
19025,Calhoun County,July 01 2012,9909,"(42.3851848, -94.6404136)"
19027,Carroll County,July 01 2012,20651,"(42.0362382, -94.8605593)"
19029,Cass County,July 01 2012,13699,"(41.3314876, -94.9278266)"
19031,Cedar County,July 01 2012,18340,"(41.7723207, -91.1324125)"
19033,Cerro Gordo County,July 01 2012,43692,"(43.0815577, -93.2608184)"
19035,Cherokee County,July 01 2012,11957,"(42.7356226, -95.6238055)"
19037,Chickasaw County,July 01 2012,12282,"(43.0600414, -92.3176637)"
19039,Clarke County,July 01 2012,9341,"(41.0290323, -93.7851579)"
19041,Clay County,July 01 2012,16540,"(43.0825804, -95.1509194)"
19043,Clayton County,July 01 2012,17948,"(42.8447493, -91.3414328)"
19045,Clinton County,July 01 2012,48700,"(41.8980358, -90.5319724)"
19047,Crawford County,July 01 2012,17323,"(42.0372125, -95.3819678)"
19049,Dallas County,July 01 2012,72176,"(41.6848862, -94.0397374)"
19051,Davis County,July 01 2012,8707,"(40.7476891, -92.4097173)"
19053,Decatur County,July 01 2012,8237,"(40.7376827, -93.7862815)"
19055,Delaware County,July 01 2012,17563,"(42.471211, -91.3673502)"
19057,Des Moines County,July 01 2012,40222,"(40.9231829, -91.1814707)"
19059,Dickinson County,July 01 2012,16924,"(43.3779848, -95.1508301)"
19061,Dubuque County,July 01 2012,95128,"(42.468832, -90.8824564)"
19063,Emmet County,July 01 2012,9920,"(43.3780225, -94.6784803)"
19065,Fayette County,July 01 2012,20760,"(42.8625919, -91.8443207)"
19067,Floyd County,July 01 2012,16097,"(43.0599208, -92.7890033)"
19069,Franklin County,July 01 2012,10509,"(42.7325458, -93.262473)"
19071,Fremont County,July 01 2012,7144,"(40.7455892, -95.6046765)"
19073,Greene County,July 01 2012,9182,"(42.0362394, -94.3968356)"
19075,Grundy County,July 01 2012,12440,"(42.4018651, -92.7914177)"
19077,Guthrie County,July 01 2012,10759,"(41.6837548, -94.501055)"
19079,Hamilton County,July 01 2012,15316,"(42.3837722, -93.7068085)"
19081,Hancock County,July 01 2012,11179,"(43.0818861, -93.7342723)"
19083,Hardin County,July 01 2012,17358,"(42.3838803, -93.2404025)"
19085,Harrison County,July 01 2012,14475,"(41.6828528, -95.8169209)"
19087,Henry County,July 01 2012,19989,"(40.9879383, -91.5445241)"
19089,Howard County,July 01 2012,9546,"(43.3567673, -92.3171989)"
19091,Humboldt County,July 01 2012,9719,"(42.7764686, -94.2071868)"
19093,Ida County,July 01 2012,7043,"(42.3868747, -95.5134962)"
19095,Iowa County,July 01 2012,16177,"(41.6863229, -92.065524)"
19097,Jackson County,July 01 2012,19677,"(42.1717426, -90.5742294)"
19099,Jasper County,July 01 2012,36524,"(41.6860394, -93.053765)"
19101,Jefferson County,July 01 2012,17215,"(41.0317596, -91.9488774)"
19103,Johnson County,July 01 2012,136783,"(41.6715511, -91.5880849)"
19105,Jones County,July 01 2012,20592,"(42.1212397, -91.1314352)"
19107,Keokuk County,July 01 2012,10427,"(41.336465, -92.1786426)"
19109,Kossuth County,July 01 2012,15406,"(43.20413, -94.2067199)"
19111,Lee County,July 01 2012,35531,"(40.6419764, -91.479264)"
19113,Linn County,July 01 2012,215312,"(42.0789478, -91.5989646)"
19115,Louisa County,July 01 2012,11355,"(41.2185073, -91.2596184)"
19117,Lucas County,July 01 2012,8768,"(41.0293738, -93.3277207)"
19119,Lyon County,July 01 2012,11757,"(43.380497, -96.2102924)"
19121,Madison County,July 01 2012,15638,"(41.3307142, -94.0155619)"
19123,Mahaska County,July 01 2012,22393,"(41.3352035, -92.6409094)"
19125,Marion County,July 01 2012,33266,"(41.3344515, -93.0994367)"
19127,Marshall County,July 01 2012,41007,"(42.0358499, -92.9987706)"
19129,Mills County,July 01 2012,14873,"(41.0334523, -95.6213267)"
19131,Mitchell County,July 01 2012,10711,"(43.3564124, -92.7890315)"
19133,Monona County,July 01 2012,9089,"(42.0516663, -95.9599235)"
19135,Monroe County,July 01 2012,8073,"(41.0297826, -92.8689877)"
19137,Montgomery County,July 01 2012,10540,"(41.03014, -95.1563758)"
19139,Muscatine County,July 01 2012,42860,"(41.4839221, -91.1127562)"
19141,O'Brien County,July 01 2012,14154,"(43.0837527, -95.6248784)"
19143,Osceola County,July 01 2012,6203,"(43.3785704, -95.6236852)"
19145,Page County,July 01 2012,15689,"(40.7391444, -95.1501747)"
19147,Palo Alto County,July 01 2012,9275,"(43.0820643, -94.6781371)"
19149,Plymouth County,July 01 2012,24822,"(42.7378346, -96.2140431)"
19151,Pocahontas County,July 01 2012,7141,"(42.7341351, -94.6787466)"
19153,Polk County,July 01 2012,444302,"(41.6855048, -93.5735335)"
19155,Pottawattamie County,July 01 2012,92906,"(41.3366123, -95.5423935)"
19157,Poweshiek County,July 01 2012,18710,"(41.6864422, -92.5314684)"
19159,Ringgold County,July 01 2012,5029,"(40.7352023, -94.2439719)"
19161,Sac County,July 01 2012,10161,"(42.3862604, -95.1053946)"
19163,Scott County,July 01 2012,168266,"(41.6370978, -90.6232428)"
19165,Shelby County,July 01 2012,12020,"(41.6850926, -95.3102113)"
19167,Sioux County,July 01 2012,34269,"(43.0826174, -96.1778827)"
19169,Story County,July 01 2012,91730,"(42.0362415, -93.4650448)"
19171,Tama County,July 01 2012,17501,"(42.0798117, -92.5325425)"
19173,Taylor County,July 01 2012,6262,"(40.7374324, -94.6964148)"
19175,Union County,July 01 2012,12580,"(41.0277304, -94.2423792)"
19177,Van Buren County,July 01 2012,7449,"(40.7532294, -91.9499871)"
19179,Wapello County,July 01 2012,35425,"(41.0305845, -92.4094499)"
19181,Warren County,July 01 2012,46883,"(41.3343735, -93.5613594)"
19183,Washington County,July 01 2012,21903,"(41.335591, -91.7178676)"
19185,Wayne County,July 01 2012,6326,"(40.7394702, -93.3273639)"
19187,Webster County,July 01 2012,37313,"(42.4279662, -94.1817881)"
19189,Winnebago County,July 01 2012,10590,"(43.3775678, -93.7341955)"
19191,Winneshiek County,July 01 2012,21037,"(43.2906746, -91.8437074)"
19193,Woodbury County,July 01 2012,102290,"(42.3897169, -96.0447673)"
19195,Worth County,July 01 2012,7501,"(43.3773984, -93.2608476)"
19197,Wright County,July 01 2012,13021,"(42.7331189, -93.7351465)"
19001,Adair County,July 01 2013,7387,"(41.3307464, -94.4709413)"
19003,Adams County,July 01 2013,3892,"(41.0289839, -94.6991849)"
19005,Allamakee County,July 01 2013,14051,"(43.2842838, -91.3780923)"
19007,Appanoose County,July 01 2013,12650,"(40.7431635, -92.8686104)"
19009,Audubon County,July 01 2013,5861,"(41.6845893, -94.9058222)"
19011,Benton County,July 01 2013,25706,"(42.0801864, -92.0656912)"
19013,Black Hawk County,July 01 2013,132781,"(42.4700957, -92.3088197)"
19015,Boone County,July 01 2013,26283,"(42.0365493, -93.931671)"
19017,Bremer County,July 01 2013,24573,"(42.7745873, -92.3180548)"
19019,Buchanan County,July 01 2013,21027,"(42.4707777, -91.8378392)"
19021,Buena Vista County,July 01 2013,20612,"(42.7354936, -95.151149)"
19023,Butler County,July 01 2013,14978,"(42.7315661, -92.7901934)"
19025,Calhoun County,July 01 2013,9898,"(42.3851848, -94.6404136)"
19027,Carroll County,July 01 2013,20538,"(42.0362382, -94.8605593)"
19029,Cass County,July 01 2013,13569,"(41.3314876, -94.9278266)"
19031,Cedar County,July 01 2013,18270,"(41.7723207, -91.1324125)"
19033,Cerro Gordo County,July 01 2013,43512,"(43.0815577, -93.2608184)"
19035,Cherokee County,July 01 2013,11878,"(42.7356226, -95.6238055)"
19037,Chickasaw County,July 01 2013,12268,"(43.0600414, -92.3176637)"
19039,Clarke County,July 01 2013,9245,"(41.0290323, -93.7851579)"
19041,Clay County,July 01 2013,16442,"(43.0825804, -95.1509194)"
19043,Clayton County,July 01 2013,17792,"(42.8447493, -91.3414328)"
19045,Clinton County,July 01 2013,48264,"(41.8980358, -90.5319724)"
19047,Crawford County,July 01 2013,17365,"(42.0372125, -95.3819678)"
19049,Dallas County,July 01 2013,74842,"(41.6848862, -94.0397374)"
19051,Davis County,July 01 2013,8768,"(40.7476891, -92.4097173)"
19053,Decatur County,July 01 2013,8209,"(40.7376827, -93.7862815)"
19055,Delaware County,July 01 2013,17461,"(42.471211, -91.3673502)"
19057,Des Moines County,July 01 2013,40381,"(40.9231829, -91.1814707)"
19059,Dickinson County,July 01 2013,16876,"(43.3779848, -95.1508301)"
19061,Dubuque County,July 01 2013,95888,"(42.468832, -90.8824564)"
19063,Emmet County,July 01 2013,9849,"(43.3780225, -94.6784803)"
19065,Fayette County,July 01 2013,20500,"(42.8625919, -91.8443207)"
19067,Floyd County,July 01 2013,16035,"(43.0599208, -92.7890033)"
19069,Franklin County,July 01 2013,10506,"(42.7325458, -93.262473)"
19071,Fremont County,July 01 2013,7072,"(40.7455892, -95.6046765)"
19073,Greene County,July 01 2013,9158,"(42.0362394, -94.3968356)"
19075,Grundy County,July 01 2013,12343,"(42.4018651, -92.7914177)"
19077,Guthrie County,July 01 2013,10669,"(41.6837548, -94.501055)"
19079,Hamilton County,July 01 2013,15340,"(42.3837722, -93.7068085)"
19081,Hancock County,July 01 2013,11133,"(43.0818861, -93.7342723)"
19083,Hardin County,July 01 2013,17377,"(42.3838803, -93.2404025)"
19085,Harrison County,July 01 2013,14357,"(41.6828528, -95.8169209)"
19087,Henry County,July 01 2013,20020,"(40.9879383, -91.5445241)"
19089,Howard County,July 01 2013,9436,"(43.3567673, -92.3171989)"
19091,Humboldt County,July 01 2013,9666,"(42.7764686, -94.2071868)"
19093,Ida County,July 01 2013,7073,"(42.3868747, -95.5134962)"
19095,Iowa County,July 01 2013,16279,"(41.6863229, -92.065524)"
19097,Jackson County,July 01 2013,19510,"(42.1717426, -90.5742294)"
19099,Jasper County,July 01 2013,36718,"(41.6860394, -93.053765)"
19101,Jefferson County,July 01 2013,17509,"(41.0317596, -91.9488774)"
19103,Johnson County,July 01 2013,139653,"(41.6715511, -91.5880849)"
19105,Jones County,July 01 2013,20508,"(42.1212397, -91.1314352)"
19107,Keokuk County,July 01 2013,10336,"(41.336465, -92.1786426)"
19109,Kossuth County,July 01 2013,15324,"(43.20413, -94.2067199)"
19111,Lee County,July 01 2013,35229,"(40.6419764, -91.479264)"
19113,Linn County,July 01 2013,216235,"(42.0789478, -91.5989646)"
19115,Louisa County,July 01 2013,11336,"(41.2185073, -91.2596184)"
19117,Lucas County,July 01 2013,8686,"(41.0293738, -93.3277207)"
19119,Lyon County,July 01 2013,11695,"(43.380497, -96.2102924)"
19121,Madison County,July 01 2013,15475,"(41.3307142, -94.0155619)"
19123,Mahaska County,July 01 2013,22405,"(41.3352035, -92.6409094)"
19125,Marion County,July 01 2013,33010,"(41.3344515, -93.0994367)"
19127,Marshall County,July 01 2013,40913,"(42.0358499, -92.9987706)"
19129,Mills County,July 01 2013,14907,"(41.0334523, -95.6213267)"
19131,Mitchell County,July 01 2013,10663,"(43.3564124, -92.7890315)"
19133,Monona County,July 01 2013,9028,"(42.0516663, -95.9599235)"
19135,Monroe County,July 01 2013,7978,"(41.0297826, -92.8689877)"
19137,Montgomery County,July 01 2013,10397,"(41.03014, -95.1563758)"
19139,Muscatine County,July 01 2013,42931,"(41.4839221, -91.1127562)"
19141,O'Brien County,July 01 2013,14044,"(43.0837527, -95.6248784)"
19143,Osceola County,July 01 2013,6232,"(43.3785704, -95.6236852)"
19145,Page County,July 01 2013,15498,"(40.7391444, -95.1501747)"
19147,Palo Alto County,July 01 2013,9159,"(43.0820643, -94.6781371)"
19149,Plymouth County,July 01 2013,24916,"(42.7378346, -96.2140431)"
19151,Pocahontas County,July 01 2013,7110,"(42.7341351, -94.6787466)"
19153,Polk County,July 01 2013,452032,"(41.6855048, -93.5735335)"
19155,Pottawattamie County,July 01 2013,92810,"(41.3366123, -95.5423935)"
19157,Poweshiek County,July 01 2013,18581,"(41.6864422, -92.5314684)"
19159,Ringgold County,July 01 2013,4974,"(40.7352023, -94.2439719)"
19161,Sac County,July 01 2013,10032,"(42.3862604, -95.1053946)"
19163,Scott County,July 01 2013,170071,"(41.6370978, -90.6232428)"
19165,Shelby County,July 01 2013,11894,"(41.6850926, -95.3102113)"
19167,Sioux County,July 01 2013,34454,"(43.0826174, -96.1778827)"
19169,Story County,July 01 2013,93462,"(42.0362415, -93.4650448)"
19171,Tama County,July 01 2013,17429,"(42.0798117, -92.5325425)"
19173,Taylor County,July 01 2013,6226,"(40.7374324, -94.6964148)"
19175,Union County,July 01 2013,12607,"(41.0277304, -94.2423792)"
19177,Van Buren County,July 01 2013,7437,"(40.7532294, -91.9499871)"
19179,Wapello County,July 01 2013,35474,"(41.0305845, -92.4094499)"
19181,Warren County,July 01 2013,47348,"(41.3343735, -93.5613594)"
19183,Washington County,July 01 2013,21941,"(41.335591, -91.7178676)"
19185,Wayne County,July 01 2013,6382,"(40.7394702, -93.3273639)"
19187,Webster County,July 01 2013,37312,"(42.4279662, -94.1817881)"
19189,Winnebago County,July 01 2013,10417,"(43.3775678, -93.7341955)"
19191,Winneshiek County,July 01 2013,20838,"(43.2906746, -91.8437074)"
19193,Woodbury County,July 01 2013,102195,"(42.3897169, -96.0447673)"
19195,Worth County,July 01 2013,7495,"(43.3773984, -93.2608476)"
19197,Wright County,July 01 2013,12980,"(42.7331189, -93.7351465)"
19001,Adair County,July 01 2014,7367,"(41.3307464, -94.4709413)"
19003,Adams County,July 01 2014,3878,"(41.0289839, -94.6991849)"
19005,Allamakee County,July 01 2014,14044,"(43.2842838, -91.3780923)"
19007,Appanoose County,July 01 2014,12667,"(40.7431635, -92.8686104)"
19009,Audubon County,July 01 2014,5769,"(41.6845893, -94.9058222)"
19011,Benton County,July 01 2014,25630,"(42.0801864, -92.0656912)"
19013,Black Hawk County,July 01 2014,133123,"(42.4700957, -92.3088197)"
19015,Boone County,July 01 2014,26282,"(42.0365493, -93.931671)"
19017,Bremer County,July 01 2014,24674,"(42.7745873, -92.3180548)"
19019,Buchanan County,July 01 2014,21135,"(42.4707777, -91.8378392)"
19021,Buena Vista County,July 01 2014,20551,"(42.7354936, -95.151149)"
19023,Butler County,July 01 2014,14958,"(42.7315661, -92.7901934)"
19025,Calhoun County,July 01 2014,9839,"(42.3851848, -94.6404136)"
19027,Carroll County,July 01 2014,20496,"(42.0362382, -94.8605593)"
19029,Cass County,July 01 2014,13394,"(41.3314876, -94.9278266)"
19031,Cedar County,July 01 2014,18318,"(41.7723207, -91.1324125)"
19033,Cerro Gordo County,July 01 2014,43166,"(43.0815577, -93.2608184)"
19035,Cherokee County,July 01 2014,11802,"(42.7356226, -95.6238055)"
19037,Chickasaw County,July 01 2014,12239,"(43.0600414, -92.3176637)"
19039,Clarke County,July 01 2014,9202,"(41.0290323, -93.7851579)"
19041,Clay County,July 01 2014,16491,"(43.0825804, -95.1509194)"
19043,Clayton County,July 01 2014,17763,"(42.8447493, -91.3414328)"
19045,Clinton County,July 01 2014,47882,"(41.8980358, -90.5319724)"
19047,Crawford County,July 01 2014,17167,"(42.0372125, -95.3819678)"
19049,Dallas County,July 01 2014,77569,"(41.6848862, -94.0397374)"
19051,Davis County,July 01 2014,8756,"(40.7476891, -92.4097173)"
19053,Decatur County,July 01 2014,8200,"(40.7376827, -93.7862815)"
19055,Delaware County,July 01 2014,17374,"(42.471211, -91.3673502)"
19057,Des Moines County,July 01 2014,40087,"(40.9231829, -91.1814707)"
19059,Dickinson County,July 01 2014,16830,"(43.3779848, -95.1508301)"
19061,Dubuque County,July 01 2014,96408,"(42.468832, -90.8824564)"
19063,Emmet County,July 01 2014,9792,"(43.3780225, -94.6784803)"
19065,Fayette County,July 01 2014,20274,"(42.8625919, -91.8443207)"
19067,Floyd County,July 01 2014,16009,"(43.0599208, -92.7890033)"
19069,Franklin County,July 01 2014,10432,"(42.7325458, -93.262473)"
19071,Fremont County,July 01 2014,7032,"(40.7455892, -95.6046765)"
19073,Greene County,July 01 2014,9129,"(42.0362394, -94.3968356)"
19075,Grundy County,July 01 2014,12392,"(42.4018651, -92.7914177)"
19077,Guthrie County,July 01 2014,10681,"(41.6837548, -94.501055)"
19079,Hamilton County,July 01 2014,15218,"(42.3837722, -93.7068085)"
19081,Hancock County,July 01 2014,11037,"(43.0818861, -93.7342723)"
19083,Hardin County,July 01 2014,17327,"(42.3838803, -93.2404025)"
19085,Harrison County,July 01 2014,14269,"(41.6828528, -95.8169209)"
19087,Henry County,July 01 2014,19820,"(40.9879383, -91.5445241)"
19089,Howard County,July 01 2014,9352,"(43.3567673, -92.3171989)"
19091,Humboldt County,July 01 2014,9624,"(42.7764686, -94.2071868)"
19093,Ida County,July 01 2014,6970,"(42.3868747, -95.5134962)"
19095,Iowa County,July 01 2014,16312,"(41.6863229, -92.065524)"
19097,Jackson County,July 01 2014,19422,"(42.1717426, -90.5742294)"
19099,Jasper County,July 01 2014,36870,"(41.6860394, -93.053765)"
19101,Jefferson County,July 01 2014,17693,"(41.0317596, -91.9488774)"
19103,Johnson County,July 01 2014,142100,"(41.6715511, -91.5880849)"
19105,Jones County,July 01 2014,20512,"(42.1212397, -91.1314352)"
19107,Keokuk County,July 01 2014,10282,"(41.336465, -92.1786426)"
19109,Kossuth County,July 01 2014,15223,"(43.20413, -94.2067199)"
19111,Lee County,July 01 2014,35052,"(40.6419764, -91.479264)"
19113,Linn County,July 01 2014,217821,"(42.0789478, -91.5989646)"
19115,Louisa County,July 01 2014,11225,"(41.2185073, -91.2596184)"
19117,Lucas County,July 01 2014,8624,"(41.0293738, -93.3277207)"
19119,Lyon County,July 01 2014,11701,"(43.380497, -96.2102924)"
19121,Madison County,July 01 2014,15604,"(41.3307142, -94.0155619)"
19123,Mahaska County,July 01 2014,22352,"(41.3352035, -92.6409094)"
19125,Marion County,July 01 2014,33260,"(41.3344515, -93.0994367)"
19127,Marshall County,July 01 2014,40672,"(42.0358499, -92.9987706)"
19129,Mills County,July 01 2014,14763,"(41.0334523, -95.6213267)"
19131,Mitchell County,July 01 2014,10693,"(43.3564124, -92.7890315)"
19133,Monona County,July 01 2014,8894,"(42.0516663, -95.9599235)"
19135,Monroe County,July 01 2014,7957,"(41.0297826, -92.8689877)"
19137,Montgomery County,July 01 2014,10378,"(41.03014, -95.1563758)"
19139,Muscatine County,July 01 2014,42936,"(41.4839221, -91.1127562)"
19141,O'Brien County,July 01 2014,14036,"(43.0837527, -95.6248784)"
19143,Osceola County,July 01 2014,6227,"(43.3785704, -95.6236852)"
19145,Page County,July 01 2014,15463,"(40.7391444, -95.1501747)"
19147,Palo Alto County,July 01 2014,9118,"(43.0820643, -94.6781371)"
19149,Plymouth County,July 01 2014,24897,"(42.7378346, -96.2140431)"
19151,Pocahontas County,July 01 2014,7096,"(42.7341351, -94.6787466)"
19153,Polk County,July 01 2014,460293,"(41.6855048, -93.5735335)"
19155,Pottawattamie County,July 01 2014,93199,"(41.3366123, -95.5423935)"
19157,Poweshiek County,July 01 2014,18571,"(41.6864422, -92.5314684)"
19159,Ringgold County,July 01 2014,4961,"(40.7352023, -94.2439719)"
19161,Sac County,July 01 2014,10048,"(42.3862604, -95.1053946)"
19163,Scott County,July 01 2014,171118,"(41.6370978, -90.6232428)"
19165,Shelby County,July 01 2014,11873,"(41.6850926, -95.3102113)"
19167,Sioux County,July 01 2014,34566,"(43.0826174, -96.1778827)"
19169,Story County,July 01 2014,95310,"(42.0362415, -93.4650448)"
19171,Tama County,July 01 2014,17308,"(42.0798117, -92.5325425)"
19173,Taylor County,July 01 2014,6164,"(40.7374324, -94.6964148)"
19175,Union County,July 01 2014,12615,"(41.0277304, -94.2423792)"
19177,Van Buren County,July 01 2014,7392,"(40.7532294, -91.9499871)"
19179,Wapello County,July 01 2014,35382,"(41.0305845, -92.4094499)"
19181,Warren County,July 01 2014,47830,"(41.3343735, -93.5613594)"
19183,Washington County,July 01 2014,22017,"(41.335591, -91.7178676)"
19185,Wayne County,July 01 2014,6374,"(40.7394702, -93.3273639)"
19187,Webster County,July 01 2014,37042,"(42.4279662, -94.1817881)"
19189,Winnebago County,July 01 2014,10541,"(43.3775678, -93.7341955)"
19191,Winneshiek County,July 01 2014,20693,"(43.2906746, -91.8437074)"
19193,Woodbury County,July 01 2014,102200,"(42.3897169, -96.0447673)"
19195,Worth County,July 01 2014,7562,"(43.3773984, -93.2608476)"
19197,Wright County,July 01 2014,12902,"(42.7331189, -93.7351465)"
19001,Adair County,July 01 2015,7141,"(41.3307464, -94.4709413)"
19003,Adams County,July 01 2015,3753,"(41.0289839, -94.6991849)"
19005,Allamakee County,July 01 2015,13852,"(43.2842838, -91.3780923)"
19007,Appanoose County,July 01 2015,12570,"(40.7431635, -92.8686104)"
19009,Audubon County,July 01 2015,5712,"(41.6845893, -94.9058222)"
19011,Benton County,July 01 2015,25611,"(42.0801864, -92.0656912)"
19013,Black Hawk County,July 01 2015,133435,"(42.4700957, -92.3088197)"
19015,Boone County,July 01 2015,26439,"(42.0365493, -93.931671)"
19017,Bremer County,July 01 2015,24761,"(42.7745873, -92.3180548)"
19019,Buchanan County,July 01 2015,21109,"(42.4707777, -91.8378392)"
19021,Buena Vista County,July 01 2015,20302,"(42.7354936, -95.151149)"
19023,Butler County,July 01 2015,14880,"(42.7315661, -92.7901934)"
19025,Calhoun County,July 01 2015,9790,"(42.3851848, -94.6404136)"
19027,Carroll County,July 01 2015,20420,"(42.0362382, -94.8605593)"
19029,Cass County,July 01 2015,13349,"(41.3314876, -94.9278266)"
19031,Cedar County,July 01 2015,18300,"(41.7723207, -91.1324125)"
19033,Cerro Gordo County,July 01 2015,42923,"(43.0815577, -93.2608184)"
19035,Cherokee County,July 01 2015,11485,"(42.7356226, -95.6238055)"
19037,Chickasaw County,July 01 2015,12123,"(43.0600414, -92.3176637)"
19039,Clarke County,July 01 2015,9227,"(41.0290323, -93.7851579)"
19041,Clay County,July 01 2015,16508,"(43.0825804, -95.1509194)"
19043,Clayton County,July 01 2015,17715,"(42.8447493, -91.3414328)"
19045,Clinton County,July 01 2015,47545,"(41.8980358, -90.5319724)"
19047,Crawford County,July 01 2015,17031,"(42.0372125, -95.3819678)"
19049,Dallas County,July 01 2015,80491,"(41.6848862, -94.0397374)"
19051,Davis County,July 01 2015,8777,"(40.7476891, -92.4097173)"
19053,Decatur County,July 01 2015,8123,"(40.7376827, -93.7862815)"
19055,Delaware County,July 01 2015,17371,"(42.471211, -91.3673502)"
19057,Des Moines County,July 01 2015,39870,"(40.9231829, -91.1814707)"
19059,Dickinson County,July 01 2015,16990,"(43.3779848, -95.1508301)"
19061,Dubuque County,July 01 2015,96813,"(42.468832, -90.8824564)"
19063,Emmet County,July 01 2015,9672,"(43.3780225, -94.6784803)"
19065,Fayette County,July 01 2015,20139,"(42.8625919, -91.8443207)"
19067,Floyd County,July 01 2015,15895,"(43.0599208, -92.7890033)"
19069,Franklin County,July 01 2015,10326,"(42.7325458, -93.262473)"
19071,Fremont County,July 01 2015,6913,"(40.7455892, -95.6046765)"
19073,Greene County,July 01 2015,8951,"(42.0362394, -94.3968356)"
19075,Grundy County,July 01 2015,12406,"(42.4018651, -92.7914177)"
19077,Guthrie County,July 01 2015,10644,"(41.6837548, -94.501055)"
19079,Hamilton County,July 01 2015,15232,"(42.3837722, -93.7068085)"
19081,Hancock County,July 01 2015,11023,"(43.0818861, -93.7342723)"
19083,Hardin County,July 01 2015,17252,"(42.3838803, -93.2404025)"
19085,Harrison County,July 01 2015,14144,"(41.6828528, -95.8169209)"
19087,Henry County,July 01 2015,19823,"(40.9879383, -91.5445241)"
19089,Howard County,July 01 2015,9315,"(43.3567673, -92.3171989)"
19091,Humboldt County,July 01 2015,9544,"(42.7764686, -94.2071868)"
19093,Ida County,July 01 2015,6962,"(42.3868747, -95.5134962)"
19095,Iowa County,July 01 2015,16275,"(41.6863229, -92.065524)"
19097,Jackson County,July 01 2015,19357,"(42.1717426, -90.5742294)"
19099,Jasper County,July 01 2015,36729,"(41.6860394, -93.053765)"
19101,Jefferson County,July 01 2015,17927,"(41.0317596, -91.9488774)"
19103,Johnson County,July 01 2015,144527,"(41.6715511, -91.5880849)"
19105,Jones County,July 01 2015,20402,"(42.1212397, -91.1314352)"
19107,Keokuk County,July 01 2015,10168,"(41.336465, -92.1786426)"
19109,Kossuth County,July 01 2015,15153,"(43.20413, -94.2067199)"
19111,Lee County,July 01 2015,34895,"(40.6419764, -91.479264)"
19113,Linn County,July 01 2015,219971,"(42.0789478, -91.5989646)"
19115,Louisa County,July 01 2015,11256,"(41.2185073, -91.2596184)"
19117,Lucas County,July 01 2015,8599,"(41.0293738, -93.3277207)"
19119,Lyon County,July 01 2015,11748,"(43.380497, -96.2102924)"
19121,Madison County,July 01 2015,15713,"(41.3307142, -94.0155619)"
19123,Mahaska County,July 01 2015,22308,"(41.3352035, -92.6409094)"
19125,Marion County,July 01 2015,33109,"(41.3344515, -93.0994367)"
19127,Marshall County,July 01 2015,40346,"(42.0358499, -92.9987706)"
19129,Mills County,July 01 2015,14882,"(41.0334523, -95.6213267)"
19131,Mitchell County,July 01 2015,10671,"(43.3564124, -92.7890315)"
19133,Monona County,July 01 2015,8863,"(42.0516663, -95.9599235)"
19135,Monroe County,July 01 2015,7925,"(41.0297826, -92.8689877)"
19137,Montgomery County,July 01 2015,10149,"(41.03014, -95.1563758)"
19139,Muscatine County,July 01 2015,42964,"(41.4839221, -91.1127562)"
19141,O'Brien County,July 01 2015,13919,"(43.0837527, -95.6248784)"
19143,Osceola County,July 01 2015,6159,"(43.3785704, -95.6236852)"
19145,Page County,July 01 2015,15447,"(40.7391444, -95.1501747)"
19147,Palo Alto County,July 01 2015,9138,"(43.0820643, -94.6781371)"
19149,Plymouth County,July 01 2015,24898,"(42.7378346, -96.2140431)"
19151,Pocahontas County,July 01 2015,6962,"(42.7341351, -94.6787466)"
19153,Polk County,July 01 2015,467252,"(41.6855048, -93.5735335)"
